Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,IsArrDelayed,IsDepDelayed
1987,12,31,4,1305,1305,1440,1445,AS,84,NA,95,100,NA,-5,0,PDX,SFO,550,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NO,NO
1987,12,1,2,1210,1155,1310,1235,AS,84,NA,60,40,NA,35,15,SEA,PDX,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,2,3,1220,1155,1305,1235,AS,84,NA,45,40,NA,30,25,SEA,PDX,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,3,4,1155,1155,1243,1235,AS,84,NA,48,40,NA,8,0,SEA,PDX,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,12,4,5,1155,1155,1234,1235,AS,84,NA,39,40,NA,-1,0,SEA,PDX,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NO,NO
1987,12,6,7,1220,1155,1315,1235,AS,84,NA,55,40,NA,40,25,SEA,PDX,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,7,1,1155,1155,1242,1235,AS,84,NA,47,40,NA,7,0,SEA,PDX,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,12,8,2,1205,1155,1253,1235,AS,84,NA,48,40,NA,18,10,SEA,PDX,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,9,3,1155,1155,1250,1235,AS,84,NA,55,40,NA,15,0,SEA,PDX,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,12,10,4,1205,1155,1250,1235,AS,84,NA,45,40,NA,15,10,SEA,PDX,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,11,5,1155,1155,1249,1235,AS,84,NA,54,40,NA,14,0,SEA,PDX,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,12,12,6,1155,1155,1239,1235,AS,84,NA,44,40,NA,4,0,SEA,PDX,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,12,13,7,1155,1155,1239,1235,AS,84,NA,44,40,NA,4,0,SEA,PDX,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,12,15,2,1200,1155,1245,1235,AS,84,NA,45,40,NA,10,5,SEA,PDX,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,16,3,1155,1155,1240,1235,AS,84,NA,45,40,NA,5,0,SEA,PDX,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,12,17,4,1212,1155,1256,1235,AS,84,NA,44,40,NA,21,17,SEA,PDX,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,18,5,1205,1155,1255,1235,AS,84,NA,50,40,NA,20,10,SEA,PDX,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,20,7,1219,1155,1313,1235,AS,84,NA,54,40,NA,38,24,SEA,PDX,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,21,1,1203,1155,1258,1235,AS,84,NA,55,40,NA,23,8,SEA,PDX,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,22,2,1155,1155,1246,1235,AS,84,NA,51,40,NA,11,0,SEA,PDX,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,12,25,5,1200,1155,1259,1235,AS,84,NA,59,40,NA,24,5,SEA,PDX,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,26,6,1200,1155,1247,1235,AS,84,NA,47,40,NA,12,5,SEA,PDX,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,27,7,1155,1155,1237,1235,AS,84,NA,42,40,NA,2,0,SEA,PDX,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,12,29,2,1155,1155,1244,1235,AS,84,NA,49,40,NA,9,0,SEA,PDX,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,12,30,3,1202,1155,1251,1235,AS,84,NA,49,40,NA,16,7,SEA,PDX,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,31,4,1155,1155,1237,1235,AS,84,NA,42,40,NA,2,0,SEA,PDX,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,12,1,2,1610,1515,1725,1625,AS,84,NA,75,70,NA,60,55,SFO,ONT,363,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,2,3,1639,1515,1756,1625,AS,84,NA,77,70,NA,91,84,SFO,ONT,363,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,3,4,1535,1515,1657,1625,AS,84,NA,82,70,NA,32,20,SFO,ONT,363,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,6,7,1640,1515,1800,1625,AS,84,NA,80,70,NA,95,85,SFO,ONT,363,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,7,1,1515,1515,1620,1625,AS,84,NA,65,70,NA,-5,0,SFO,ONT,363,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NO,NO
1987,12,8,2,1600,1515,1715,1625,AS,84,NA,75,70,NA,50,45,SFO,ONT,363,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,9,3,1551,1515,1711,1625,AS,84,NA,80,70,NA,46,36,SFO,ONT,363,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,10,4,1609,1515,1723,1625,AS,84,NA,74,70,NA,58,54,SFO,ONT,363,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,11,5,1515,1515,1629,1625,AS,84,NA,74,70,NA,4,0,SFO,ONT,363,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,12,12,6,1534,1515,1644,1625,AS,84,NA,70,70,NA,19,19,SFO,ONT,363,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,13,7,1536,1515,1647,1625,AS,84,NA,71,70,NA,22,21,SFO,ONT,363,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,16,3,1520,1515,1646,1625,AS,84,NA,86,70,NA,21,5,SFO,ONT,363,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,17,4,1515,1515,1626,1625,AS,84,NA,71,70,NA,1,0,SFO,ONT,363,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,12,18,5,1515,1515,1622,1625,AS,84,NA,67,70,NA,-3,0,SFO,ONT,363,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NO,NO
1987,12,19,6,1515,1515,1620,1625,AS,84,NA,65,70,NA,-5,0,SFO,ONT,363,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NO,NO
1987,12,20,7,1525,1515,1630,1625,AS,84,NA,65,70,NA,5,10,SFO,ONT,363,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,21,1,1535,1515,1641,1625,AS,84,NA,66,70,NA,16,20,SFO,ONT,363,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,22,2,1515,1515,1639,1625,AS,84,NA,84,70,NA,14,0,SFO,ONT,363,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,12,23,3,1520,1515,1629,1625,AS,84,NA,69,70,NA,4,5,SFO,ONT,363,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,24,4,1515,1515,1630,1625,AS,84,NA,75,70,NA,5,0,SFO,ONT,363,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,12,26,6,1515,1515,1621,1625,AS,84,NA,66,70,NA,-4,0,SFO,ONT,363,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NO,NO
1987,12,27,7,1528,1515,1643,1625,AS,84,NA,75,70,NA,18,13,SFO,ONT,363,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,29,2,1612,1515,1716,1625,AS,84,NA,64,70,NA,51,57,SFO,ONT,363,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,30,3,1515,1515,1623,1625,AS,84,NA,68,70,NA,-2,0,SFO,ONT,363,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NO,NO
1987,12,31,4,1515,1515,1627,1625,AS,84,NA,72,70,NA,2,0,SFO,ONT,363,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,12,1,2,905,905,1049,1035,AS,85,NA,104,90,NA,14,0,OAK,PDX,543,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,12,2,3,905,905,1041,1035,AS,85,NA,96,90,NA,6,0,OAK,PDX,543,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,12,3,4,909,905,1032,1035,AS,85,NA,83,90,NA,-3,4,OAK,PDX,543,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NO,YES
1987,12,4,5,905,905,1035,1035,AS,85,NA,90,90,NA,0,0,OAK,PDX,543,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NO,NO
1987,12,5,6,905,905,1040,1035,AS,85,NA,95,90,NA,5,0,OAK,PDX,543,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,12,6,7,913,905,1038,1035,AS,85,NA,85,90,NA,3,8,OAK,PDX,543,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,7,1,911,905,1049,1035,AS,85,NA,98,90,NA,14,6,OAK,PDX,543,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,8,2,909,905,1043,1035,AS,85,NA,94,90,NA,8,4,OAK,PDX,543,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,9,3,905,905,1052,1035,AS,85,NA,107,90,NA,17,0,OAK,PDX,543,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,12,10,4,905,905,1037,1035,AS,85,NA,92,90,NA,2,0,OAK,PDX,543,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,12,11,5,905,905,1037,1035,AS,85,NA,92,90,NA,2,0,OAK,PDX,543,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,12,12,6,905,905,1045,1035,AS,85,NA,100,90,NA,10,0,OAK,PDX,543,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,12,13,7,905,905,1100,1035,AS,85,NA,115,90,NA,25,0,OAK,PDX,543,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,12,14,1,905,905,1045,1035,AS,85,NA,100,90,NA,10,0,OAK,PDX,543,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,12,15,2,905,905,1039,1035,AS,85,NA,94,90,NA,4,0,OAK,PDX,543,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,12,16,3,913,905,1045,1035,AS,85,NA,92,90,NA,10,8,OAK,PDX,543,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,17,4,905,905,1050,1035,AS,85,NA,105,90,NA,15,0,OAK,PDX,543,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,12,18,5,905,905,1036,1035,AS,85,NA,91,90,NA,1,0,OAK,PDX,543,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,12,19,6,905,905,1059,1035,AS,85,NA,114,90,NA,24,0,OAK,PDX,543,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,12,20,7,905,905,1050,1035,AS,85,NA,105,90,NA,15,0,OAK,PDX,543,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,12,22,2,917,905,1041,1035,AS,85,NA,84,90,NA,6,12,OAK,PDX,543,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,24,4,905,905,1057,1035,AS,85,NA,112,90,NA,22,0,OAK,PDX,543,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,12,26,6,911,905,1039,1035,AS,85,NA,88,90,NA,4,6,OAK,PDX,543,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,27,7,905,905,1030,1035,AS,85,NA,85,90,NA,-5,0,OAK,PDX,543,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NO,NO
1987,12,28,1,914,905,1034,1035,AS,85,NA,80,90,NA,-1,9,OAK,PDX,543,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NO,YES
1987,12,29,2,905,905,1035,1035,AS,85,NA,90,90,NA,0,0,OAK,PDX,543,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NO,NO
1987,12,31,4,925,905,1102,1035,AS,85,NA,97,90,NA,27,20,OAK,PDX,543,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,1,2,1119,1105,1206,1145,AS,85,NA,47,40,NA,21,14,PDX,SEA,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,2,3,1120,1105,1206,1145,AS,85,NA,46,40,NA,21,15,PDX,SEA,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,3,4,1120,1105,1206,1145,AS,85,NA,46,40,NA,21,15,PDX,SEA,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,4,5,1115,1105,1203,1145,AS,85,NA,48,40,NA,18,10,PDX,SEA,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,5,6,1119,1105,1207,1145,AS,85,NA,48,40,NA,22,14,PDX,SEA,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,7,1,1110,1105,1157,1145,AS,85,NA,47,40,NA,12,5,PDX,SEA,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,8,2,1113,1105,1158,1145,AS,85,NA,45,40,NA,13,8,PDX,SEA,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,9,3,1120,1105,1211,1145,AS,85,NA,51,40,NA,26,15,PDX,SEA,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,10,4,1105,1105,1204,1145,AS,85,NA,59,40,NA,19,0,PDX,SEA,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,12,11,5,1117,1105,1203,1145,AS,85,NA,46,40,NA,18,12,PDX,SEA,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,12,6,1125,1105,1205,1145,AS,85,NA,40,40,NA,20,20,PDX,SEA,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,13,7,1124,1105,1207,1145,AS,85,NA,43,40,NA,22,19,PDX,SEA,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,14,1,1120,1105,1201,1145,AS,85,NA,41,40,NA,16,15,PDX,SEA,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,15,2,1109,1105,1150,1145,AS,85,NA,41,40,NA,5,4,PDX,SEA,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,16,3,1120,1105,1155,1145,AS,85,NA,35,40,NA,10,15,PDX,SEA,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,17,4,1131,1105,1212,1145,AS,85,NA,41,40,NA,27,26,PDX,SEA,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,18,5,1105,1105,1210,1145,AS,85,NA,65,40,NA,25,0,PDX,SEA,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,12,19,6,1131,1105,1217,1145,AS,85,NA,46,40,NA,32,26,PDX,SEA,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,20,7,1105,1105,1158,1145,AS,85,NA,53,40,NA,13,0,PDX,SEA,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,12,22,2,1111,1105,1202,1145,AS,85,NA,51,40,NA,17,6,PDX,SEA,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,24,4,1125,1105,1211,1145,AS,85,NA,46,40,NA,26,20,PDX,SEA,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,26,6,1105,1105,1144,1145,AS,85,NA,39,40,NA,-1,0,PDX,SEA,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NO,NO
1987,12,27,7,1105,1105,1155,1145,AS,85,NA,50,40,NA,10,0,PDX,SEA,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,12,28,1,1109,1105,1149,1145,AS,85,NA,40,40,NA,4,4,PDX,SEA,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,29,2,1105,1105,1156,1145,AS,85,NA,51,40,NA,11,0,PDX,SEA,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,12,31,4,1122,1105,1159,1145,AS,85,NA,37,40,NA,14,17,PDX,SEA,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,1,2,1235,1235,1509,1455,AS,85,NA,214,200,NA,14,0,SEA,ANC,1449,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,12,2,3,1238,1235,1453,1455,AS,85,NA,195,200,NA,-2,3,SEA,ANC,1449,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NO,YES
1987,12,3,4,1234,1235,1449,1455,AS,85,NA,195,200,NA,-6,-1,SEA,ANC,1449,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NO,NO
1987,12,4,5,1235,1235,1508,1455,AS,85,NA,213,200,NA,13,0,SEA,ANC,1449,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,12,5,6,1235,1235,1446,1455,AS,85,NA,191,200,NA,-9,0,SEA,ANC,1449,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NO,NO
1987,12,6,7,1300,1235,1500,1455,AS,85,NA,180,200,NA,5,25,SEA,ANC,1449,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,7,1,1235,1235,1455,1455,AS,85,NA,200,200,NA,0,0,SEA,ANC,1449,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NO,NO
1987,12,8,2,1235,1235,1449,1455,AS,85,NA,194,200,NA,-6,0,SEA,ANC,1449,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NO,NO
1987,12,9,3,1258,1235,1517,1455,AS,85,NA,199,200,NA,22,23,SEA,ANC,1449,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,10,4,1235,1235,1455,1455,AS,85,NA,200,200,NA,0,0,SEA,ANC,1449,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NO,NO
1987,12,11,5,1233,1235,1500,1455,AS,85,NA,207,200,NA,5,-2,SEA,ANC,1449,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,12,12,6,1235,1235,1525,1455,AS,85,NA,230,200,NA,30,0,SEA,ANC,1449,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,12,13,7,1240,1235,1511,1455,AS,85,NA,211,200,NA,16,5,SEA,ANC,1449,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,14,1,1240,1235,1515,1455,AS,85,NA,215,200,NA,20,5,SEA,ANC,1449,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,15,2,1235,1235,1527,1455,AS,85,NA,232,200,NA,32,0,SEA,ANC,1449,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,12,16,3,1235,1235,1514,1455,AS,85,NA,219,200,NA,19,0,SEA,ANC,1449,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,12,17,4,1243,1235,1504,1455,AS,85,NA,201,200,NA,9,8,SEA,ANC,1449,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,18,5,1245,1235,1541,1455,AS,85,NA,236,200,NA,46,10,SEA,ANC,1449,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,19,6,1252,1235,1527,1455,AS,85,NA,215,200,NA,32,17,SEA,ANC,1449,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,20,7,1235,1235,1521,1455,AS,85,NA,226,200,NA,26,0,SEA,ANC,1449,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,12,22,2,1235,1235,1527,1455,AS,85,NA,232,200,NA,32,0,SEA,ANC,1449,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,12,24,4,1245,1235,1510,1455,AS,85,NA,205,200,NA,15,10,SEA,ANC,1449,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,25,5,1235,1235,1455,1455,AS,85,NA,200,200,NA,0,0,SEA,ANC,1449,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NO,NO
1987,12,26,6,1234,1235,1500,1455,AS,85,NA,206,200,NA,5,-1,SEA,ANC,1449,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,12,27,7,1235,1235,1447,1455,AS,85,NA,192,200,NA,-8,0,SEA,ANC,1449,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NO,NO
1987,12,28,1,1232,1235,1452,1455,AS,85,NA,200,200,NA,-3,-3,SEA,ANC,1449,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NO,NO
1987,12,29,2,1235,1235,1504,1455,AS,85,NA,209,200,NA,9,0,SEA,ANC,1449,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,12,30,3,1235,1235,1449,1455,AS,85,NA,194,200,NA,-6,0,SEA,ANC,1449,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NO,NO
1987,12,31,4,1245,1235,1506,1455,AS,85,NA,201,200,NA,11,10,SEA,ANC,1449,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,1,2,825,825,921,915,AS,86,NA,56,50,NA,6,0,FAI,ANC,261,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,12,3,4,825,825,923,915,AS,86,NA,58,50,NA,8,0,FAI,ANC,261,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,12,4,5,825,825,920,915,AS,86,NA,55,50,NA,5,0,FAI,ANC,261,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,12,8,2,825,825,915,915,AS,86,NA,50,50,NA,0,0,FAI,ANC,261,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NO,NO
1987,12,9,3,825,825,920,915,AS,86,NA,55,50,NA,5,0,FAI,ANC,261,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,12,10,4,825,825,924,915,AS,86,NA,59,50,NA,9,0,FAI,ANC,261,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,12,11,5,825,825,925,915,AS,86,NA,60,50,NA,10,0,FAI,ANC,261,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,12,14,1,834,825,938,915,AS,86,NA,64,50,NA,23,9,FAI,ANC,261,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,16,3,825,825,927,915,AS,86,NA,62,50,NA,12,0,FAI,ANC,261,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,12,17,4,825,825,926,915,AS,86,NA,61,50,NA,11,0,FAI,ANC,261,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,12,18,5,855,825,1000,915,AS,86,NA,65,50,NA,45,30,FAI,ANC,261,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,21,1,825,825,923,915,AS,86,NA,58,50,NA,8,0,FAI,ANC,261,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,12,23,3,825,825,931,915,AS,86,NA,66,50,NA,16,0,FAI,ANC,261,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,12,28,1,825,825,926,915,AS,86,NA,61,50,NA,11,0,FAI,ANC,261,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,12,29,2,825,825,919,915,AS,86,NA,54,50,NA,4,0,FAI,ANC,261,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,12,30,3,825,825,930,915,AS,86,NA,65,50,NA,15,0,FAI,ANC,261,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,12,31,4,823,825,918,915,AS,86,NA,55,50,NA,3,-2,FAI,ANC,261,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,12,1,2,1340,1220,1506,1330,AS,87,NA,86,70,NA,96,80,PSP,SFO,421,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,12,2,3,1413,1220,1545,1330,AS,87,NA,92,70,NA,135,113,PSP,SFO,421,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
